Categorie;Inhoud 1;Inhoud 2;Inhoud 3;
14020;IK heb op 22-04 een geboorte akte van mijn zoontje besteld.IK kreeg meteen een email waarin stond dat zoveel geld als mijn aanvraag ontvangen is.Dat document had ik nodig om zaken in Polen te regelen die te maken hebben met overlijden van mijn broer.Ik ben terug uit Polen waar ik NIKS kon regelen omdat die nog niet binnen was.IK belde elke dag mijn die hier is gebleven om brievenbus te checken.Die was er niet.<br />Uiteindelijk is het gisteren gekomen!!!<br />Dat maakt mijn zakken in Polen echt ingewikkelder.Datum van aangifte was 28-04.<br />IK maak hem open en tot mijn GROTE VERBAZING zie ik dat iemand bij mijn naam heeft een letter doorgestreept met een pen.Dat kan toch niet!!IN officieel document.IK kan nu niks met zon iets.<br />IK vind het echt scanadallig. Zie d bijlage.Op de envelope stonden mijn gegevens met de hans geschreven.Dat vond ik ook opvallend maar het doet er niet toe.<br />Correspondentienummer is 2015-0386709.<br />betaal nr 386709<br />;Per e-mail;Ja;
Stadsloket;Hoe is het in vredesnaam mogelijk dat De gemeente Amsterdam geld verdient aan inbrekers?? We hebben een woninginbraak achter de rug die overigens door de politie erg serieus is opgepakt waarover we erg te spreken zijn. <br />Maar nu komt het... De gemeente durft 45,- EXTRA te vragen voor een rijbewijs dat in een gestolen tas zat, dus met andere woorden je wordt nogmaals bestolen! Dat er kosten in rekening gebracht worden voor het aanvragen van het rijbewijs lijkt me logisch maar bij het tonen van een politie aangifte mag je toch aannemen dat het niet om een vermissing door schuld gaat! Inbraken leveren dus geld op voor de gemeente!<br />DUS GELD TERUG AMSTERDAM!;Nee;Per e-mail;
Werk en inkomen;Op 28 januari heeft u mij een stadspas gestuurd aangezien ik een 65 plusser ben.Ik vind de stadspas een sympathiek gebaar voor Amsterdammers met een laag inkomen. Daar hoor ik echter niet bij. Kennelijk is er geen inkomenstoets geweest. Ik hoop wel dat die plaats vindt bij de uitreiking van deze pas.<br />Mij mag u in ieder geval van deze lijst afhalen.;Nee;Spreek mij aan met:;
14020;klant heeft verkeerde informatie gekregen toen hij vorige week met ons belde, 7 mei rond 13.00 uur. Hij belde ivm naturalisatie, en vroeg of een kopie van de geboorte akte ook goed is. Collega heeft aangegeven dat dit mogelijk is. Echter kan dit niet en heeft hij bij het stadsdeelkaantoor te horen dat het niet kan. Hij heeft de verkeerde info gehad. Heeft gesproken met een vrouwelijke collgea, heeft helaas geen naam. ;Schriftelijk;Nee;
Stadsloket;Mevrouw heeft een afspraak om 14.00uur maar wordt niet geholpen wacht nog steeds. Wat heeft het dan zin dat mevrouw een afspraak maakt. Zij maakt juist een afspraak omdat zij verantwoordelijkheden heeft en geen zin heeft om tijd verliezen. Mevrouw wordt helemaal niet geinformeerd over dat er uitloop is dit vindt zij erg vervelend.;Mevrouw wil dat zij oplossingsgericht gaan denken zo dat andere mensen hier ook niet tegen aan lopen in het vervolg. ;Nee;
Basisinformatie;geachte heer<wbr />/mevrouw<br /><br />Sinds mei 2014 ben ik woonachtig aan de Mosveld 45H te Amsterdam. Ik heb al tweemaal een  brief thuis gestuurd gekregen betreft adres onderzoek. Er zou een melding zijn ontstaan vanuit Dienst belastingen Gemeente Adam waardoor twijfel is ontstaan over mijn woonadres. Ik zou graag willen weten hoe deze melding tot stand is gebracht aangezien ik zowel mijn huurcontract als mijn legitimatie reeds naar u toe is gestuurd. Hiernaast is er door een van uw medewerkers contact geweest  met Dhr Ed Lucassen tussenpersoon van de huiseigenaar Dhr Evert Bolderweij, wie ook reeds bevestiging heeft gegeven betreft mijn huisvestiging aan de Mosveld 45HS. Ik zou graag zien dat u wederom contact opneemt met mijn verhuurder op tel. nr +31 654658871. ;Dhr of Mevr Westerloo van L. <br />;Adresonderzoek stoppen. <br />;
Basisinformatie;onbereikbaarheid  helpdesk;;GVD een betere informatie over de wachttijd wanneer je telefoon beantwoord word.<br />zit verdomme 1 uur te wachten en word nog niet geholpen!;
Basisinformatie;Geachte leer,<br />Met mijn gezin planden wij een dagje uit naar de Expo en stad Amsterdam.<br />Ter voorbereiding keek ik, zoals aangeraden werd, op de kaart van uw gemeente om de parkeertarieven in te zien bij de Expo.<br />Na invullen van het adres (Gustav Mahlerlaan) bleek dat wij uitkwamen in de zone van 0.20 cent p.u. tot 2.40 per uur.<br />Daarom parkeerden wij in de parkeergarage en hadden een leuke dag uit.<br />Bij terugkomst bleek dat de parkeergarage ons 50 euro koste.<br />dit was nogal een schrik!<br />Ik dien een klacht in omdat de informatie op uw gemeentesite verkeerd is.<br />;Nee;Ik wil graag een vergoeding van de onkosten die ik had omdat ik afging op de informatie die op uw site vermeld wordt.;
Basisinformatie;op het stembiljet verkiezing leden van de provinciale staten op 18 maart staat een fout tav geldigheid identiteitsbewijs. geldig tm 19 maart 2010 staat gedruk t. Moet toch zijn 2015?<br />niet geldige legitimatiebewijzen zou het gevolg kunnen zijn!;;;
Basisinformatie;DIGID haalt adresgegevens vanuit de gemeentelijke organisatie heb ik begrepen. <br />Daarover is het probleem: hier komen gesplitste woningen, ook in oudbouw, veel voor. In oudbouw zijn eigen postvakken niet mogelijk. Daarom is een APART postadres een veel voorkomend gegeven. DUS moeten er LOGISCHERWIJZE 2 (minimaal) adressen per persoon zijn: een woonadres en een postadres en dus ook 2 velden. Logica, logica, logica. Waarom in vredusnaam IS dat dan NIET zo? <br />Ik hoop dat U het ridicule hiervan in ziet en dat verandering (1 veldje erbij, echt niet zo moeilijk dunkt mij) een snel zal komen.;Nee.;De Basisregistratie Personen (BRP) VERANDEREN naar iets wat geen 'gevaar' met zich mee brengt!;
Basisinformatie;Inschrijving van verhuizing duurt voort. De verhuizing werd digitaal doorgegeven op 2 maart 2015, maar op 11 maart is er nog niets gebeurd. <br />Op 9 maart werd er telefonisch contact opgenomen, er werd gezegd dat het in orde werd gemaakt, Door beller werd gevraagd of hij kon refereren aan het gesprek met medewerker, toen werd er door de medewerker gezegd 'ja, u heeft gesproken met meneer dinges' en opgehangen.  <br />Op 11 maart is er opnieuw contact geweest, toen werd gezegd dat het nu onmiddelijk ging gebeuren, meneer zou worden ingeschreven per twee maart 2015. <br />Meneer wil namelijk een uitkering aanvragen, en wordt gehinderd doordat de inschrijving niet in orde is. <br />Ook wil meneer een stempas aanvragen, wat dus niet gaat. ;Medewerker van het DBI.;Inschrijving in orde maken per twee maart 2015. ;
Basisinformatie;Mijn stempas is niet gelevert, wat ik erg vervelend vind en ik kan niet telefonisch via 14020 een nieuwe pas aanvragen, alleen schriftelijk of aan de balie. Voor het schritelijk verzoek moet ik online een formulier hebben dat ik niet kan invullen omdat ik geen internet heb en door mijn hoge leeftijd kan ik moeilijk naar het stadsdeelkantoor komen.  Dit vind ik vervelend, nu kan ik niet stemmen.;;Dat het telefonisch mogelijk is een nieuwe aan te vragen. ;
Basisinformatie;Mrs Spijker van settle service heeft vanochtend met een dame van het KCC gebeld om een afspraak te wijzigen.  Er stonden voor eerste inschrijving twee personen in geboekt voor vandaag om 10.45. een van de geboelte personen moest ingeboekt worden voor een latere datum 12 nov om 09.30 en de andere persoon moest geboekt blijven staan voor vandaag om 10.45. Helaas is de persoon die vandaag een afspraak had uit het Qmatic systeem gehaald waardoor deze persoon uiteindelijk is weg gestuurd bij de DBI en waardoor deze persoon nu een maand langer geen BSN kan krijgen met alle gevolgen van dien ( zoals uitbetaling loonwat ook een maand later pas uitbetaald kan worden ) ;Klant is geholpen door een dame maar weet geen naam meer.;eventueel een afspraak aanbieden dat kl toch eerder kan komen dan 12 nov ondanks dat de agenda helemaal vol is ( Mrs Spijker is  hiervan op de hoogte ) ;
Basisinformatie;Mrs Spijker van settle service heeft vanochtend met een dame van het KCC gebeld om een afspraak te wijzigen.  Er stonden voor eerste inschrijving twee personen in geboekt voor vandaag om 10.45. een van de geboelte personen moest ingeboekt worden voor een latere datum 12 nov om 09.30 en de andere persoon moest geboekt blijven staan voor vandaag om 10.45. Helaas is de persoon die vandaag een afspraak had uit het Qmatic systeem gehaald waardoor deze persoon uiteindelijk is weg gestuurd bij de DBI en waardoor deze persoon nu een maand langer geen BSN kan krijgen met alle gevolgen van dien ( zoals uitbetaling loonwat ook een maand later pas uitbetaald kan worden ) ;Klant is geholpen door een dame maar weet geen naam meer.;eventueel een afspraak aanbieden dat kl toch eerder kan komen dan 12 nov ondanks dat de agenda helemaal vol is ( Mrs Spijker is  hiervan op de hoogte ) ;
Basisinformatie;op http:<wbr />/<wbr />/www.amsterdam.nl<wbr />/veelgevraagd<wbr />/?caseid=%7BD68460AA-EB08-4132-A69F-7763CD8431A2%7D staat dat op de Bilderdijkkade en op de Overtoom een bak staat voor gebruikte textiel. Maar dat is niet het geval. Ik ga niet andere genoemde plekken langs, maar wil van u vernemen waar er nog echt een bak staat..;nee;website aanpassen;
Basisinformatie;De verlichting op het buikslotermeerplein moet worden aangepast, nu is het vaak donker op diverse vervelende locaties , veiligheid is belangrijk ;Nee;De straat verlichting moet eerder aangezet worden ;
Openbare ruimte;Achter het centraalstation is een groot stuk van het fietspad wat onder de overkapping ligt onverlicht.<br />Dat levert gevaarlijke situaties op omdat en voetgangers oversteken naar het CS en fietsers rijden naar de ponten. Misschien kan er een tijdelijke oplossing komen<br />Me een aggregaat en lampen?;;;
Overig;Bij ons voor de school (De Amsterdamsche School) nieuwezijds voorburgwal 68 ontstaat een wildgroei aan fietsen. 's Ochtends is het echt zoeken om een plek te vinden. Mogelijk kunnen er in de nabije toekomst wat wrakken verwijderd worden.;;Wrakken verwijderen en regelmatiger controleren. Het is een terugkerend probleem.;
Overig;Door ambtenaar onheuse bejegening: rigide opstelling, niet praktisch of oplossingsgericht, niet aan de afspraak houden, uitgaan van verkeerde veronderstellingen, machtsmisbruik, asociale opstelling naar buurtbewoners.;Handhaver, de heer Behari;In de eerste plaats dient deze handhaver aangesproken te worden op het in de klacht vermeldde.<br />In de tweede plaats dienen de borden voor de ontheffing volgens vergunning direct te worden terug geplaatst.;
Overig;Ik heb adm sanctie opgelegd gekregen. In de toelichting van cjib staat dat ik eerst contact kan opnemen met de dienst stadstoezicht. Via 14020 krijg ik te horen via cao center Mdm dat de dienst mij niet wil beantwoorden. Ik moet naar cjib. Callcenter zet toch door en ik krijg Mdw stadstoezicht. Die geeft mij mailadres voor opvragen foto. Dst jz. Mail gestuurd en nu antwoord dat ik niet naar stadstoezicht moet maar dat ik naar handhaving en toezicht  een brief te sturen. De rest wordt niet in behandeling genomen. Ik ben nu al een week bezig om dit op te vragen. Kan dit niet sneller ? ;Geen naam bij eerste tel contact. Bij laatste mail me. Duijse de vries.;Waarom kan ik niet via de digitale weg een foto van mijn sanctie opvragen? Linkt alsof je hiermee de weg moeilijker wil maken. Kost mij veel tijd en de informatie vanaf het begin is onduidelijk. Cjib nota bevat verkeerd info en eerst via mail vragen stellen en dan toch weer voa de post. En dan ook nog het feit dat ik het feit waarop de sanctie is gebaseerd erg flauw vind maar dat is voor bezwaar;
Overig;25 februari , vandaag, (woensdag)  fiets meegenomen. ;stadstoezicht, handhaving en toezicht.;de gemaakte kosten vergoeden 15 euro en reiskosten om naar het fietsdepot te gaan.  ongeveer 30 a 40 euro. ;
Overig;Er staat al ruim een week een busje bij mij voor de deur geparkeerd waardoor ik totaal geen zicht heb. Dit busje stond eerst voor nummer 29 voor 3 weken geparkeerd. Mijn buurman heeft hier toen ook melding van gedaan. En toen was de bus eindelijk weg, maar nu 2 weken later staat hij al ruim een week bij mij voor de deur geparkeerd. Ik vind dit zeer vervelend. Er zijn zat andere parkeerplaatsen waar de bewoners hier geen last van hebben. Het gaat om een busje met kenteken 39-BH-ZD;nvt;Ik wil dat de eigenaar van deze bus zijn voertuig niet meer voor de deur van bewoners parkeert voor een paar weken. Achter de kerk is er zat ruimte voor langer parkeren. Ik wil dat deze bus weg gehaald wordt voor mijn deur.;
Overig;Op zondag wordt er veel fout geparkeerd in het Stadsdeel Westerpark, met name wanneer het maandelijkse evenement 'Sunday Market' er is. Daarom is het ook goed dat Stadstoezicht hier dan ook op handhaaft.<br />Ik heb geconstateerd dat alle foutgeparkeerde auto's een bon kregen (o.a. meerdere auto's in het doodlopende einde van de Groen van Prinsterstraat), behalve een Audi. Het was duidelijk dat de medewerker van Stadstoezicht (grote, kale man) bevriend is met de eigenaar van deze Audi. De eigenaar kreeg dan ook geen bon. Dit werd op straat ook uitgesproken door de handhaver tegen de eigenaar van de Audi. Ik reed namelijk net op mijn fiets langs en hoorde dit.<br />Toen ik een kwartier later weer door de straat reed, stond de Audi er nog steeds en zonder bon.;Ja, zoals hierboven aangegeven een grote, stevige, kale man. Ik denk negroide, maar weet dit niet zeker. Volgens mij had de auto van de handhavers (de tweede handhaver zat in de auto op de passagiersstoel) een kenteken lijkende op: 7-KZX-47.;Minimaal de betreffende medewerkers aanspreken op hun gedrag, maar eigenlijk vind ik dit wel een interne sanctie waard. Dit is namelijk een voorbeeld van willekeurig handelen en vriendjespolitiek van de Gemeente naar haar burgers toe. En dat vind ik echt niet kunnen.;
Overig;ik liep met mijn hond  te wandelen enwerd door jullie medewerker(die overigens in de auto zat en bleef zitten) toe geschreeuwd met: ZEG  LOS VAN HET FEIT DAT JIJ JE HOND LOS LAAT LOPEN.!..)  een goedemorgen..komt in zijn woordenboek niet voor!  Ik vind dit a-sociaal gedrag ook zat er nog iemand naast deze persoon..hopelijk werd deze niet ingewerkt want dit is wel een zeer verkeerd voorbeeld!Op deze manier wens ik niet door jullie medewerkers te worden  aangesproken voel ik me zeer gekleineerd door de manier van aanspreken,ben hier ook zeer beledigd over! ;Ja, iemand van de handhaving reed in de auto en schreeuwde me toe...en niet alleen ik, maar ook andere hondenbezitters werden door deze meneer toegeblaft om maar even in de honden termen te blijven.; ik verwacht van jullie dat jullie de desbetreffende meneer hierop aanspreken, en zo nodig een cursus omgangsvormen laten volgen...want dit kan echt niet! ;
Overig;Mijn klacht gaat over een voertuig van Handhaving die midden op de stoep geparkeerd werd op de Van Limburg Stirumstraat te Amsterdam, ter hoogte de Kruidvat. De bestuurder van dit voertuig, de 47-LRB-3, stapte vervolgens uit en ging boodschappen doen in de Kruidvat. De bestuurder was gekleed in een opvallend handhavers tenue en kennelijk aan het werk. <br /><br />(parkeren volgens het rvv: het laten stilstaan van een voertuig anders dan gedurende de tijd die nodig is voor en gebruikt wordt tot het onmiddellijk in- of uitstappen van passagiers of voor het onmiddellijk laden of lossen van goederen);Ja, de bestuurder van de 47-LRB-3. Een blanke man tussen de 45 en 55 jaar. ;Ik wil dat de bestuurder van dit voertuig een bekeuring krijgt voor parkeren op de stoep. <br />Ik woon zelf in de buurt van de Van Limburg Stirumstraat en in deze wijk is er een parkeer probleem. Hierdoor creeren de bewoners parkeerplekken die eigenlijk niet als zodanig zijn ingericht maar wel als parkeerplek gebruikt kunnen worden omdat op deze plekken de voertuigen voor niemand in de weg staan. Toch krijg ik als ik op zo'n plek mijn voertuig parkeer een bekeuring, de laatste keer was dat voor parkeren op het trottoir. Ik vind dat iedereen gelijk behandeld moet worden en de handhavers niet zomaar zulke dure bekeuringen kunnen uitschrijven voor voertuigen die niet eens in de weg staan en dan vervolgens zelf op het trottoir kunnen parkeren om even boodschappen te gaan doen wat vermoedelijk ook nog voor privedoeleinden is. <br />;
